Id,Title,Instrument,Total Runs,Total Spots,Total Bases,Total Size,Submitter,Center,Contact,Experiment,Study,Organism,Sample,Library Strategy,Library Source,Library Selection,Library Layout,Bioproject,Biosample,Run Accession,Run Spots,Run Bases,Create Date,Update Date
9303585,Sorghum bicolor 27,Illumina HiSeq 2000,1,49717555,5021473055,1661479386,SRA987592,Colorado State University,Fahad Ullah,SRX7077676,SRP227627,Sorghum bicolor,SRS5593488,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164665,,,,2020/06/01,2019/10/31
9303584,Sorghum bicolor 26,Illumina HiSeq 2000,1,59256649,5984921549,1974346943,SRA987592,Colorado State University,Fahad Ullah,SRX7077675,SRP227627,Sorghum bicolor,SRS5593487,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164664,,,,2020/06/01,2019/10/31
9303583,Sorghum bicolor 2,Illumina HiSeq 2000,1,61906735,6252580235,2099783976,SRA987592,Colorado State University,Fahad Ullah,SRX7077674,SRP227627,Sorghum bicolor,SRS5593486,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164640,,,,2020/06/01,2019/10/31
9303582,Sorghum bicolor 1,Illumina HiSeq 2000,1,65061449,6571206349,2208828238,SRA987592,Colorado State University,Fahad Ullah,SRX7077673,SRP227627,Sorghum bicolor,SRS5593485,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164639,,,,2020/06/01,2019/10/31
8595972,Tx7000 Treated 3,Illumina HiSeq 2500,1,1660587,160213980,78372580,SRA925243,Kentucky State University,farida Azzouz olden,SRX6492356,SRP216062,Sorghum bicolor,SRS5140943,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA556240,SAMN12344365,,,,2019/10/01,2019/07/23
8595971,Tx7000 control 3,Illumina HiSeq 2500,1,1154014,111319276,58074791,SRA925243,Kentucky State University,farida Azzouz olden,SRX6492355,SRP216062,Sorghum bicolor,SRS5140943,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA556240,SAMN12344365,,,,2019/10/01,2019/07/23
8595970,Tx7000 treated 1,Illumina HiSeq 2500,1,3792985,366463583,171615344,SRA925243,Kentucky State University,farida Azzouz olden,SRX6492354,SRP216062,Sorghum bicolor,SRS5140943,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA556240,SAMN12344365,,,,2019/10/01,2019/07/23
8595969,SC56 control 3,Illumina HiSeq 2500,1,5930034,572095738,274393303,SRA925243,Kentucky State University,farida Azzouz olden,SRX6492353,SRP216062,Sorghum bicolor,SRS5140942,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA556240,SAMN12344364,,,,2019/10/01,2019/07/23
8595968,SC56 treated 1,Illumina HiSeq 2500,1,3460880,333873449,160353052,SRA925243,Kentucky State University,farida Azzouz olden,SRX6492352,SRP216062,Sorghum bicolor,SRS5140942,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA556240,SAMN12344364,,,,2019/10/01,2019/07/23
8595967,SC56 control 1,Illumina HiSeq 2500,1,5164811,498849772,228702884,SRA925243,Kentucky State University,farida Azzouz olden,SRX6492351,SRP216062,Sorghum bicolor,SRS5140942,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA556240,SAMN12344364,,,,2019/10/01,2019/07/23
8595966,SC56 control 2,Illumina HiSeq 2500,1,7006141,675871137,314497825,SRA925243,Kentucky State University,farida Azzouz olden,SRX6492350,SRP216062,Sorghum bicolor,SRS5140942,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA556240,SAMN12344364,,,,2019/10/01,2019/07/23
8595965,Tx7000 control 1,Illumina HiSeq 2500,1,969733,93673250,44148325,SRA925243,Kentucky State University,farida Azzouz olden,SRX6492349,SRP216062,Sorghum bicolor,SRS5140943,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA556240,SAMN12344365,,,,2019/10/01,2019/07/23
8595964,Tx7000 control 2,Illumina HiSeq 2500,1,2797316,269878230,136999506,SRA925243,Kentucky State University,farida Azzouz olden,SRX6492348,SRP216062,Sorghum bicolor,SRS5140943,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA556240,SAMN12344365,,,,2019/10/01,2019/07/23
8595963,SC56 treated 2,Illumina HiSeq 2500,1,17753082,1714613669,778617284,SRA925243,Kentucky State University,farida Azzouz olden,SRX6492347,SRP216062,Sorghum bicolor,SRS5140942,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA556240,SAMN12344364,,,,2019/10/01,2019/07/23
8595962,SC56 treated 3,Illumina HiSeq 2500,1,5463293,527568107,248816586,SRA925243,Kentucky State University,farida Azzouz olden,SRX6492346,SRP216062,Sorghum bicolor,SRS5140942,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA556240,SAMN12344364,,,,2019/10/01,2019/07/23
7465972,"GSM3675227: BTX642 Roots, 119 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,21587404,2180327804,1000592604,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535287,SRP188707,Sorghum bicolor,SRS4501131,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159509,,,,2019/11/21,2019/03/18
7465971,"GSM3675226: BTX642 Roots, 119 days old, Postflowering drought stress, plot 15; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,19603583,1979961883,880886748,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535286,SRP188707,Sorghum bicolor,SRS4501130,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159510,,,,2019/11/21,2019/03/18
7465970,"GSM3675225: BTX642 Roots, 119 days old, Postflowering drought stress, plot 4; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,21393917,2160785617,878238964,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535285,SRP188707,Sorghum bicolor,SRS4501129,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159511,,,,2019/11/21,2019/03/18
7465969,"GSM3675224: BTX642 Roots, 112 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24838410,2508679410,1070077770,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535284,SRP188707,Sorghum bicolor,SRS4501127,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159512,,,,2019/11/21,2019/03/18
7465968,"GSM3675223: BTX642 Roots, 105 days old, Postflowering drought stress, plot 4; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,23421109,2365532009,989683454,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535283,SRP188707,Sorghum bicolor,SRS4501128,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159513,,,,2019/11/21,2019/03/18
7465967,"GSM3675222: BTX642 Roots, 105 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,37998764,3837875164,1554807541,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535282,SRP188707,Sorghum bicolor,SRS4501126,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159462,,,,2019/11/21,2019/03/18
7465966,"GSM3675221: BTX642 Roots, 105 days old, Postflowering drought stress, plot 15; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20248853,2045134153,839884347,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535281,SRP188707,Sorghum bicolor,SRS4501125,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159463,,,,2019/11/21,2019/03/18
7465965,"GSM3675220: BTX642 Roots, 98 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,30084374,3038521774,1369985776,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535280,SRP188707,Sorghum bicolor,SRS4501124,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159464,,,,2019/11/21,2019/03/18
7465964,"GSM3675219: BTX642 Roots, 91 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,19481456,1967627056,902150690,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535279,SRP188707,Sorghum bicolor,SRS4501122,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159465,,,,2019/11/21,2019/03/18
7465963,"GSM3675218: BTX642 Roots, 91 days old, Postflowering drought stress, plot 15; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,18276336,1845909936,812197356,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535278,SRP188707,Sorghum bicolor,SRS4501123,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159466,,,,2019/11/21,2019/03/18
7465962,"GSM3675217: BTX642 Roots, 91 days old, Postflowering drought stress, plot 4; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,7100252,717125452,247220468,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535277,SRP188707,Sorghum bicolor,SRS4501121,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159467,,,,2019/11/21,2019/03/18
7465961,"GSM3675216: BTX642 Roots, 84 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,30198146,3050012746,1363346226,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535276,SRP188707,Sorghum bicolor,SRS4501120,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159468,,,,2019/11/21,2019/03/18
7465960,"GSM3675215: BTX642 Roots, 77 days old, Postflowering drought stress, plot 15; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,17646939,1782340839,763182217,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535275,SRP188707,Sorghum bicolor,SRS4501119,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159469,,,,2019/11/21,2019/03/18
7465959,"GSM3675214: BTX642 Roots, 77 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,15920413,1607961713,602567559,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535274,SRP188707,Sorghum bicolor,SRS4501118,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159470,,,,2019/11/21,2019/03/18
7465958,"GSM3675213: BTX642 Roots, 77 days old, Postflowering drought stress, plot 4; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,25580293,2583609593,1091957474,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535273,SRP188707,Sorghum bicolor,SRS4501117,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159471,,,,2019/11/21,2019/03/18
7465957,"GSM3675212: BTX642 Roots, 70 days old, Postflowering drought stress, plot 15; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20458757,2066334457,932405539,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535272,SRP188707,Sorghum bicolor,SRS4501116,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159472,,,,2019/11/21,2019/03/18
7465956,"GSM3675211: BTX642 Roots, 70 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,23963588,2420322388,1040115716,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535271,SRP188707,Sorghum bicolor,SRS4501115,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159480,,,,2019/11/21,2019/03/18
7465955,"GSM3675210: BTX642 Roots, 70 days old, Postflowering drought stress, plot 4; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,28862188,2915080988,1204193745,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535270,SRP188707,Sorghum bicolor,SRS4501114,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159473,,,,2019/11/21,2019/03/18
7465954,"GSM3675209: BTX642 Roots, 63 days old, Postflowering drought stress, plot 15; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,25771487,2602920187,1138873310,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535269,SRP188707,Sorghum bicolor,SRS4501113,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159474,,,,2019/11/21,2019/03/18
7465953,"GSM3675208: BTX642 Roots, 63 days old, Postflowering drought stress, plot 21; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,27485657,2776051357,1149249892,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535268,SRP188707,Sorghum bicolor,SRS4501111,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159475,,,,2019/11/21,2019/03/18
7465952,"GSM3675207: BTX642 Roots, 63 days old, Postflowering drought stress, plot 4; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,27069790,2734048790,1176717528,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535267,SRP188707,Sorghum bicolor,SRS4501112,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159476,,,,2019/11/21,2019/03/18
7465951,"GSM3675206: BTX642 Roots, 119 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,22577776,2280355376,1034566973,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535266,SRP188707,Sorghum bicolor,SRS4501110,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159477,,,,2019/11/21,2019/03/18
7465950,"GSM3675205: BTX642 Roots, 119 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,21025785,2123604285,956425661,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535265,SRP188707,Sorghum bicolor,SRS4501109,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159478,,,,2019/11/21,2019/03/18
7465949,"GSM3675204: BTX642 Roots, 119 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,25415143,2566929443,1052827679,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535264,SRP188707,Sorghum bicolor,SRS4501108,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159479,,,,2019/11/21,2019/03/18
7465948,"GSM3675203: BTX642 Roots, 112 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,25584110,2583995110,1098810973,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535263,SRP188707,Sorghum bicolor,SRS4501107,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159481,,,,2019/11/21,2019/03/18
7465947,"GSM3675202: BTX642 Roots, 105 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20099874,2030087274,827129408,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535262,SRP188707,Sorghum bicolor,SRS4501106,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159683,,,,2019/11/21,2019/03/18
7465946,"GSM3675201: BTX642 Roots, 105 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,22465049,2268969949,931789153,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535261,SRP188707,Sorghum bicolor,SRS4501105,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159684,,,,2019/11/21,2019/03/18
7465945,"GSM3675200: BTX642 Roots, 98 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,15719569,1587676469,716656987,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535260,SRP188707,Sorghum bicolor,SRS4501104,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159685,,,,2019/11/21,2019/03/18
7465944,"GSM3675199: BTX642 Roots, 91 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,35872627,3623135327,1634919718,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535259,SRP188707,Sorghum bicolor,SRS4501103,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159686,,,,2019/11/21,2019/03/18
7465943,"GSM3675198: BTX642 Roots, 91 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,14734667,1488201367,645172921,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535258,SRP188707,Sorghum bicolor,SRS4501102,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159687,,,,2019/11/21,2019/03/18
7465942,"GSM3675197: BTX642 Roots, 91 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20255166,2045771766,891963402,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535257,SRP188707,Sorghum bicolor,SRS4501100,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159688,,,,2019/11/21,2019/03/18
7465941,"GSM3675196: BTX642 Roots, 84 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,31093084,3140401484,1364397826,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535256,SRP188707,Sorghum bicolor,SRS4501101,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159689,,,,2019/11/21,2019/03/18
7465940,"GSM3675195: BTX642 Roots, 84 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,29778092,3007587292,1300327321,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535255,SRP188707,Sorghum bicolor,SRS4501099,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159691,,,,2019/11/21,2019/03/18
7465939,"GSM3675194: BTX642 Roots, 84 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,22106138,2232719938,1004835503,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535254,SRP188707,Sorghum bicolor,SRS4501098,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159692,,,,2019/11/21,2019/03/18
7465938,"GSM3675193: BTX642 Roots, 77 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20196649,2039861549,903200795,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535253,SRP188707,Sorghum bicolor,SRS4501097,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159693,,,,2019/11/21,2019/03/18
7465937,"GSM3675192: BTX642 Roots, 77 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,19937123,2013649423,800443613,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535252,SRP188707,Sorghum bicolor,SRS4501096,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159694,,,,2019/11/21,2019/03/18
7465936,"GSM3675191: BTX642 Roots, 77 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24190617,2443252317,1026140686,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535251,SRP188707,Sorghum bicolor,SRS4501095,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159695,,,,2019/11/21,2019/03/18
7465935,"GSM3675190: BTX642 Roots, 70 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,20335038,2053838838,932532887,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535250,SRP188707,Sorghum bicolor,SRS4501094,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159696,,,,2019/11/21,2019/03/18
7465934,"GSM3675189: BTX642 Roots, 70 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,17789769,1796766669,689161193,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535249,SRP188707,Sorghum bicolor,SRS4501093,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159697,,,,2019/11/21,2019/03/18
7465933,"GSM3675188: BTX642 Roots, 70 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,28258775,2854136275,1206718712,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535248,SRP188707,Sorghum bicolor,SRS4501092,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159698,,,,2019/11/21,2019/03/18
7465932,"GSM3675187: BTX642 Roots, 63 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,22907381,2313645481,1033363332,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535247,SRP188707,Sorghum bicolor,SRS4501091,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159699,,,,2019/11/21,2019/03/18
7465931,"GSM3675186: BTX642 Roots, 63 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,28093869,2837480769,1177125712,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535246,SRP188707,Sorghum bicolor,SRS4501090,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159700,,,,2019/11/21,2019/03/18
7465930,"GSM3675185: BTX642 Roots, 63 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,23740642,2397804842,1035196280,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535245,SRP188707,Sorghum bicolor,SRS4501089,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159701,,,,2019/11/21,2019/03/18
7465929,"GSM3675184: BTX642 Roots, 56 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,23341916,2357533516,1039920938,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535244,SRP188707,Sorghum bicolor,SRS4501088,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159702,,,,2019/11/21,2019/03/18
7465928,"GSM3675183: BTX642 Roots, 56 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,28032984,2831331384,1206488671,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535243,SRP188707,Sorghum bicolor,SRS4501087,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159703,,,,2019/11/21,2019/03/18
7465927,"GSM3675182: BTX642 Roots, 49 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,15498607,1565359307,600377514,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535242,SRP188707,Sorghum bicolor,SRS4501086,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159704,,,,2019/11/21,2019/03/18
7465926,"GSM3675181: BTX642 Roots, 42 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24486841,2473170941,1071150026,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535241,SRP188707,Sorghum bicolor,SRS4501085,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159705,,,,2019/11/21,2019/03/18
7465925,"GSM3675180: BTX642 Roots, 42 days old, Preflowering drought stress, plot 14; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,19300257,1949325957,830247103,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535240,SRP188707,Sorghum bicolor,SRS4501083,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159654,,,,2019/11/21,2019/03/18
7465924,"GSM3675179: BTX642 Roots, 42 days old, Preflowering drought stress, plot 6; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,24533389,2477872289,1029942888,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535239,SRP188707,Sorghum bicolor,SRS4501084,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159655,,,,2019/11/21,2019/03/18
7465923,"GSM3675178: BTX642 Roots, 35 days old, Preflowering drought stress, plot 17; Sorghum bicolor; RNA-Seq",Illumina HiSeq 2500,1,32385592,3270944792,1288830344,SRA861790,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX5535238,SRP188707,Sorghum bicolor,SRS4501082,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,PRJNA527782,SAMN11159656,,,,2019/11/21,2019/03/18
